Company Name,Company Name-Apollo,# Employees,Industry,Website,Company Linkedin Url,Company City,Company State,Annual Revenue,SIC Codes,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Cloud for Good,Cloud for Good-Apollo,230,information technology & services,http://www.cloud4good.com,http://www.linkedin.com/company/cloud-for-good,Asheville,North Carolina,27200000,7389,,,
Aircall,Aircall-Apollo,700,information technology & services,http://www.aircall.io,http://www.linkedin.com/company/aircall,New York,New York,175000000,7375,,,
TO Brasil,TO Brasil-Apollo,460,information technology & services,http://www.to-brasil.com,http://www.linkedin.com/company/tobrasiloficial,Rio de Janeiro,State of Rio de Janeiro,,7375,,,
Enterprise Solutions Inc.,Enterprise Solutions Inc.-Apollo,570,information technology & services,http://www.enterprisesolutioninc.com,http://www.linkedin.com/company/enterprise-solution-inc-,Warrenville,Illinois,110000000,7371,,,
CoverMyMeds,CoverMyMeds-Apollo,1800,information technology & services,http://www.covermymeds.health,http://www.linkedin.com/company/covermymeds,Columbus,Ohio,361300000,7375,,,
Intercom,Intercom-Apollo,2000,information technology & services,http://www.intercom.com,http://www.linkedin.com/company/intercom,San Francisco,California,343000000,7375,,,
Elemica,Elemica-Apollo,440,information technology & services,http://www.elemica.com,http://www.linkedin.com/company/elemica,Atlanta,Georgia,75000000,7373,,,
CSI,CSI-Apollo,1300,information technology & services,http://www.csiweb.com,http://www.linkedin.com/company/computer-services-inc-,Paducah,Kentucky,316648000,6199,,,
"Bart & Associates, Inc.","Bart & Associates, Inc.-Apollo",470,information technology & services,http://www.bna-inc.com,http://www.linkedin.com/company/bart-associates,McLean,Virginia,45988000,7375,,,
HyTechPro,HyTechPro-Apollo,330,information technology & services,http://www.hytechpro.com,http://www.linkedin.com/company/hytechpro,Noida,Uttar Pradesh,100000000,7375,,,
Celigo,Celigo-Apollo,740,information technology & services,http://www.celigo.com,http://www.linkedin.com/company/celigo-inc,Redwood City,California,92000000,7375,,,
Lone Wolf Technologies,Lone Wolf Technologies-Apollo,790,information technology & services,http://www.lwolf.com,http://www.linkedin.com/company/getlwolf,Dallas,Texas,86700000,6799,,,
Aeonvis,Aeonvis-Apollo,210,information technology & services,http://www.aeonvis.com,http://www.linkedin.com/company/aeonvis,Milan,Lombardy,,7375,,,
"Datacor, Inc.","Datacor, Inc.-Apollo",290,information technology & services,http://www.datacor.com,http://www.linkedin.com/company/datacorinc,Florham Park,New Jersey,57000000,3825,,,
CSP Tech,CSP Tech-Apollo,310,information technology & services,http://www.csptech.com.br,http://www.linkedin.com/company/csp-tech,Rio de Janeiro,State of Rio de Janeiro,,7375,,,
Apex IT,Apex IT-Apollo,320,information technology & services,http://www.apexit.com,http://www.linkedin.com/company/apex-it,Denver,Colorado,62200000,7375,,,
Grazitti Interactive,Grazitti Interactive-Apollo,1200,information technology & services,http://www.grazitti.com,http://www.linkedin.com/company/grazitti-interactive,Panchkula,Haryana,153200000,7375,,,
Sigma Technology Group,Sigma Technology Group-Apollo,1100,information technology & services,http://www.sigmatechnology.com,http://www.linkedin.com/company/sigma-technology-ab,Gothenburg,Vaestra Goetaland County,,7375,,,
Marketdata,Marketdata-Apollo,580,management consulting,http://www.marketdata.com.br,http://www.linkedin.com/company/marketdata,Sao Paulo,State of Sao Paulo,55500000,7311,,,
Ceiba Software,Ceiba Software-Apollo,550,information technology & services,http://www.ceiba.com.co,http://www.linkedin.com/company/ceibasoftware,Medellin,Antioquia,65000,7375,,,
BEGEAR,BEGEAR-Apollo,250,information technology & services,http://www.begear.it,http://www.linkedin.com/company/begear,Naples,Campania,8000000,7375,,,
Finesse Global,Finesse Global-Apollo,260,information technology & services,http://www.finessedirect.com,http://www.linkedin.com/company/finesse-fz-llc,Dubai,Dubai,5450000,7375,,,
K2 Partnering Solutions,K2 Partnering Solutions-Apollo,1400,information technology & services,http://www.k2partnering.com,http://www.linkedin.com/company/k2-partnering-solutions,London,England,18000000,7375,,,
Nakupuna Companies,Nakupuna Companies-Apollo,1100,management consulting,http://www.nakupuna.com,http://www.linkedin.com/company/nakupunacompanies,Honolulu,Hawaii,314200000,8741,,,
Sofka Technologies,Sofka Technologies-Apollo,1200,information technology & services,http://www.sofka.com.co,http://www.linkedin.com/company/sofka-technologies,Miami,Florida,55500000,7371,,,
SCC Soft Computer,SCC Soft Computer-Apollo,1300,information technology & services,http://www.softcomputer.com,http://www.linkedin.com/company/scc-soft-computer,Clearwater,Florida,140000000,7375,,,
Digital Profit,Digital Profit-Apollo,210,information technology & services,http://www.samtel.co,http://www.linkedin.com/company/samtel-consultores-colombia,Pak Kret,Nonthaburi,,7371,,,
TQuanta Inc,TQuanta Inc-Apollo,260,information technology & services,http://www.tquanta.com,http://www.linkedin.com/company/tquanta,Hyderabad,Telangana,,7375,,,
Testing Mavens,Testing Mavens-Apollo,320,information technology & services,http://www.testingmavens.com,http://www.linkedin.com/company/testing-mavens,Piscataway Township,New Jersey,40700000,7375,,,
Ideagen,Ideagen-Apollo,700,information technology & services,http://www.ideagen.com,http://www.linkedin.com/company/ideagen,Nottingham,England,90697000,8742,,,
Minute Media,Minute Media-Apollo,480,information technology & services,http://www.minutemedia.com,http://www.linkedin.com/company/minute-media,New York,New York,320000000,2711,,,
Dye & Durham Corporation,Dye & Durham Corporation-Apollo,1200,information technology & services,http://www.dyedurham.com,http://www.linkedin.com/company/dyedurhamcorporation,Toronto,Ontario,322277000,7375,,,
Tekskills Inc.,Tekskills Inc.-Apollo,660,information technology & services,http://www.tekskillsinc.com,http://www.linkedin.com/company/tekskills-inc,Princeton,New Jersey,109500000,7372,,,
Blueflame Labs,Blueflame Labs-Apollo,210,information technology & services,http://www.theblueflamelabs.com,http://www.linkedin.com/company/blueflamelabs,Pune,Maharashtra,,7375,,,
Eightfold AI,Eightfold AI-Apollo,630,information technology & services,http://www.eightfold.ai,http://www.linkedin.com/company/eightfoldai,Santa Clara,California,405600000,7375,,,
Vanta,Vanta-Apollo,1700,information technology & services,http://www.vanta.com,http://www.linkedin.com/company/vanta-security,San Francisco,California,220000000,7375,,,
Tential Solutions,Tential Solutions-Apollo,480,information technology & services,http://www.tential.com,http://www.linkedin.com/company/tential,Annapolis,Maryland,79900000,7375,,,
Housecall Pro,Housecall Pro-Apollo,1300,information technology & services,http://www.housecallpro.com,http://www.linkedin.com/company/housecallpro,Denver,Colorado,250000000,7375,,,
Konica Minolta Business Solutions Canada,Konica Minolta Business Solutions Canada-Apollo,520,information technology & services,http://www.konicaminolta.ca,http://www.linkedin.com/company/konica-minolta-business-solutions-canada,Mississauga,Ontario,,7375,,,
Pmweb,Pmweb-Apollo,310,information technology & services,http://www.pmweb.com.br,http://www.linkedin.com/company/pmweb,Sao Paulo,State of Sao Paulo,3732000,7375,,,
PwC New Zealand,PwC New Zealand-Apollo,1700,management consulting,http://www.pwc.co.nz,http://www.linkedin.com/company/pwc-new-zealand,Auckland,Auckland,244000000,,,,
Sopra Financial Technology,Sopra Financial Technology-Apollo,220,information technology & services,http://www.sopra-financial-technology.com,http://www.linkedin.com/company/sopra-financial-technology,Nuremberg,Bavaria,33700000,7375,,,
Free2move,Free2move-Apollo,480,information technology & services,http://www.free2move.com,http://www.linkedin.com/company/free2move,Paris,Ile-de-France,50000000,,,,
Origence,Origence-Apollo,530,information technology & services,http://www.origence.com,http://www.linkedin.com/company/origencecompany,Irvine,California,96400000,,,,
Motorista PX,Motorista PX-Apollo,840,information technology & services,http://www.motoristapx.com.br,http://www.linkedin.com/company/motoristapx,Joinville,Santa Catarina,29000000,4731,,,
NTConsult,NTConsult-Apollo,480,information technology & services,http://www.ntconsultcorp.com,http://www.linkedin.com/company/ntconsult,Porto Alegre,State of Rio Grande do Sul,,7375,,,
株式会社ネクストビート,株式会社ネクストビート-Apollo,370,information technology & services,http://www.nextbeat.co.jp,http://www.linkedin.com/company/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%83%8d%e3%82%af%e3%82%b9%e3%83%88%e3%83%93%e3%83%bc%e3%83%88,Shibuya City,Tokyo,2000000,,,,
QUANTEAM (RAINBOW PARTNERS Group),QUANTEAM (RAINBOW PARTNERS Group)-Apollo,350,information technology & services,http://www.quanteam.fr,http://www.linkedin.com/company/quanteam,Neuilly-sur-Seine,Ile-de-France,141000000,8731,,,
Spindox,Spindox-Apollo,1200,information technology & services,http://www.spindox.it,http://www.linkedin.com/company/spindox,Milan,Lombardy,,7375,,,
The Movement,The Movement-Apollo,430,online media,http://www.movement.college,http://www.linkedin.com/company/the-movement-college,San Diego,California,76300000,7375,,,
adesso business consulting AG,adesso business consulting AG-Apollo,880,management consulting,http://www.adesso-bc.com,http://www.linkedin.com/company/adesso-business-consulting-ag,Hamburg,Hamburg,,7375,,,
Relanto,Relanto-Apollo,640,management consulting,http://www.relanto.ai,http://www.linkedin.com/company/relanto-inc,Seattle,Washington,61500000,7375,,,
Takeaway.com,Takeaway.com-Apollo,600,information technology & services,http://www.takeaway.com,http://www.linkedin.com/company/takeaway-com,Amsterdam,Noord-Holland,265700000,7375,,,
Radiant Systems Inc,Radiant Systems Inc-Apollo,740,information technology & services,http://www.radiants.com,http://www.linkedin.com/company/radiantsystemsinc,Plainsboro Township,New Jersey,100000000,7375,,,
Shiftmove,Shiftmove-Apollo,360,information technology & services,http://www.shiftmove.com,http://www.linkedin.com/company/shiftmove,Berlin,Berlin,,7375,,,
Excelon Solutions,Excelon Solutions-Apollo,380,information technology & services,http://www.excelonsolutions.com,http://www.linkedin.com/company/excelon-solutions,Carrollton,Texas,,7375,,,
Bridgenext,Bridgenext-Apollo,2000,information technology & services,http://www.bridgenext.com,http://www.linkedin.com/company/bridgenext,Jacksonville,Florida,384500000,7375,,,
Demae-can,Demae-can-Apollo,390,information technology & services,http://www.demae-can.com,http://www.linkedin.com/company/demae-can,Shibuya,Tokyo,270146000,5812,,,
Mobilize.Net 2012-2023,Mobilize.Net 2012-2023-Apollo,500,information technology & services,http://www.gapvelocity.ai,http://www.linkedin.com/company/mobilize-acquired-by-snowflake-and-growth-acceleration-partners,Bellevue,Washington,4656000,,,,
ClickHouse,ClickHouse-Apollo,300,information technology & services,http://www.clickhouse.com,http://www.linkedin.com/company/clickhouseinc,Palo Alto,California,96000000,3571,,,
Lupus Consulting,Lupus Consulting-Apollo,220,information technology & services,http://www.lupusconsulting.com,http://www.linkedin.com/company/lupus-consulting,Budapest,Budapest,,7375,,,
Kindsight,Kindsight-Apollo,340,information technology & services,http://www.kindsight.io,http://www.linkedin.com/company/kindsightio,Scottsdale,Arizona,5000000,7389,,,
Evoke Technologies,Evoke Technologies-Apollo,1300,information technology & services,http://www.evoketechnologies.com,http://www.linkedin.com/company/evoke-technologies,Dayton,Ohio,95600000,7371,,,
"RIVA Solutions, Inc.","RIVA Solutions, Inc.-Apollo",220,information technology & services,http://www.rivasolutionsinc.com,http://www.linkedin.com/company/riva-solutions-inc-,Reston,Virginia,35100000,7379,,,
"Software Guidance & Assistance, Inc. (SGA, Inc.)","Software Guidance & Assistance, Inc. (SGA, Inc.)-Apollo",470,staffing & recruiting,http://www.sgainc.com,http://www.linkedin.com/company/software-guidance-&-assistance,Tarrytown,New York,31600000,7372,,,
Real-Time Innovations (RTI),Real-Time Innovations (RTI)-Apollo,480,information technology & services,http://www.rti.com,http://www.linkedin.com/company/rti,Sunnyvale,California,29000000,3661,,,
Qim info,Qim info-Apollo,520,information technology & services,http://www.qiminfo.ch,http://www.linkedin.com/company/qim-info,Carouge,Geneva,80300000,7375,,,
Technoidentity,Technoidentity-Apollo,230,information technology & services,http://www.technoidentity.com,http://www.linkedin.com/company/technoidentity,Richardson,Texas,29000000,7375,,,
Lumenalta,Lumenalta-Apollo,580,information technology & services,http://www.lumenalta.com,http://www.linkedin.com/company/lumenalta,New York,New York,5000000,7375,,,
CallRail,CallRail-Apollo,310,information technology & services,http://www.callrail.com,http://www.linkedin.com/company/callrail,Atlanta,Georgia,100000000,7375,,,
WebPT,WebPT-Apollo,800,information technology & services,http://www.webpt.com,http://www.linkedin.com/company/webpt,Phoenix,Arizona,120000000,3571,,,
Infoplus Technologies UK Limited,Infoplus Technologies UK Limited-Apollo,450,information technology & services,http://www.infoplusltd.co.uk,http://www.linkedin.com/company/infoplus-technologies-uk-limited,Borehamwood,England,27000000,7375,,,
Synergy,Synergy-Apollo,850,information technology & services,http://www.synergybis.com,http://www.linkedin.com/company/synergy-bis,Reston,Virginia,34600000,7375,,,
ilionx,ilionx-Apollo,1500,information technology & services,http://www.ilionx.com,http://www.linkedin.com/company/ilionx,Utrecht,Utrecht,167000000,7375,,,
Veriforce,Veriforce-Apollo,440,information technology & services,http://www.veriforce.com,http://www.linkedin.com/company/veriforce-llc,Spring,Texas,71000000,8742,,,
Noesis,Noesis-Apollo,1400,information technology & services,http://www.noesis-corporation.com,http://www.linkedin.com/company/noesis-portugal,Lisboa,,79000000,7375,,,
Carwow,Carwow-Apollo,570,information technology & services,http://www.carwow.co.uk,http://www.linkedin.com/company/carwow,,England,107000000,7359,,,
Foundation Software,Foundation Software-Apollo,270,information technology & services,http://www.foundationsoft.com,http://www.linkedin.com/company/foundation-software,Strongsville,Ohio,150000000,8711,,,
Kellton,Kellton-Apollo,1400,information technology & services,http://www.kellton.com,http://www.linkedin.com/company/kellton,Hyderabad,Telangana,128510000,7371,,,
PatientPoint®,PatientPoint®-Apollo,680,information technology & services,http://www.patientpoint.com,http://www.linkedin.com/company/patientpoint,Cincinnati,Ohio,157500000,8731,,,
idealista,idealista-Apollo,1400,information technology & services,http://www.idealista.com,http://www.linkedin.com/company/idealista-com,Madrid,Community of Madrid,313000000,6531,,,
Kforce Inc,Kforce Inc-Apollo,1700,information technology & services,http://www.kforce.com,http://www.linkedin.com/company/kforce,Tampa,Florida,1329007000,7361,,,
Banyan Software,Banyan Software-Apollo,240,information technology & services,http://www.banyansoftware.com,http://www.linkedin.com/company/banyan-software-llc,Atlanta,Georgia,124000000,6732,,,
Tekshapers,Tekshapers-Apollo,570,information technology & services,http://www.tekshapers.com,http://www.linkedin.com/company/tekshapers-inc,Troy,Michigan,10555000,7375,,,
OneStream Software,OneStream Software-Apollo,1500,information technology & services,http://www.onestream.com,http://www.linkedin.com/company/onestream-software,Birmingham,Michigan,601934000,7373,,,
The HT Group,The HT Group-Apollo,230,staffing & recruiting,http://www.thehtgroup.com,http://www.linkedin.com/company/the-ht-group,Austin,Texas,12849000,7361,,,
Augusta Hitech,Augusta Hitech-Apollo,220,information technology & services,http://www.augustahitech.com,http://www.linkedin.com/company/augusta-hitech,Plano,Texas,7597000,7375,,,
Tech Observer,Tech Observer-Apollo,320,management consulting,http://www.tech-observer.com,http://www.linkedin.com/company/tech-observer,Paramus,New Jersey,77200000,8731,,,
ALTEN Germany,ALTEN Germany-Apollo,1700,information technology & services,http://www.alten-germany.de,http://www.linkedin.com/company/altengermany,Munich,Bavaria,300000000,8711,,,
World 50 Group,World 50 Group-Apollo,440,management consulting,http://www.world50.com,http://www.linkedin.com/company/world50,Atlanta,Georgia,21000000,8699,,,
North Highland,North Highland-Apollo,2000,management consulting,http://www.northhighland.com,http://www.linkedin.com/company/northhighland,Atlanta,Georgia,600000000,8742,,,
DeWinter Group,DeWinter Group-Apollo,230,staffing & recruiting,http://www.dewintergroup.com,http://www.linkedin.com/company/dewinter-group,Campbell,California,32000000,7361,,,
InfoObjects Inc.,InfoObjects Inc.-Apollo,270,information technology & services,http://www.infoobjects.com,http://www.linkedin.com/company/infoobjects,San Jose,California,15899000,7375,,,
Global Relay,Global Relay-Apollo,1700,information technology & services,http://www.globalrelay.com,http://www.linkedin.com/company/global-relay,Vancouver,British Columbia,189000000,7371,,,
Aeries Technology,Aeries Technology-Apollo,1700,information technology & services,http://www.aeriestechnology.com,http://www.linkedin.com/company/aeries-technology,Mumbai,Maharashtra,70198000,7375,,,
BETSOL,BETSOL-Apollo,600,information technology & services,http://www.betsol.com,http://www.linkedin.com/company/betsol,Broomfield,Colorado,67200000,7375,,,
Alpha FMC,Alpha FMC-Apollo,1100,management consulting,http://www.alphafmc.com,http://www.linkedin.com/company/alpha-financial-markets-consulting,,England,297125000,8742,,,
ITX Corp.,ITX Corp.-Apollo,340,information technology & services,http://www.itx.com,http://www.linkedin.com/company/itx-corp,Rochester,New York,4628000,7371,,,
Jade Global,Jade Global-Apollo,2000,information technology & services,http://www.jadeglobal.com,http://www.linkedin.com/company/jade-global,San Jose,California,357900000,7375,,,
AssistRx,AssistRx-Apollo,1200,information technology & services,http://www.assistrx.com,http://www.linkedin.com/company/assistrx,Maitland,Florida,119200000,8731,,,
VaporVM,VaporVM-Apollo,210,information technology & services,http://www.vaporvm.com,http://www.linkedin.com/company/vaporvm,Dubai,Dubai,7000000,7375,,,
ideaHelix,ideaHelix-Apollo,220,information technology & services,http://www.ideahelix.com,http://www.linkedin.com/company/ideahelix-inc,Fremont,California,25700000,7375,,,
Procom,Procom-Apollo,1300,information technology & services,http://www.procomservices.com,http://www.linkedin.com/company/procom,Toronto,Ontario,325000000,7361,,,
TekFriday Processing Solutions Pvt Ltd,TekFriday Processing Solutions Pvt Ltd-Apollo,280,information technology & services,http://www.tekfriday.com,http://www.linkedin.com/company/tekfriday,Nashville,Tennessee,,7389,,,
Fission Labs,Fission Labs-Apollo,410,information technology & services,http://www.fissionlabs.com,http://www.linkedin.com/company/fission-labs,Sunnyvale,California,19064000,7375,,,
Lirik Inc.,Lirik Inc.-Apollo,380,information technology & services,http://www.lirik.io,http://www.linkedin.com/company/lirik-inc,Milpitas,California,,7375,,,
First Due,First Due-Apollo,470,information technology & services,http://www.firstdue.com,http://www.linkedin.com/company/firstdue,Garden City,New York,65500000,3661,,,
ITMAGINATION,ITMAGINATION-Apollo,400,information technology & services,http://www.itmagination.com,http://www.linkedin.com/company/itmagination,Warszawa,woj. mazowieckie,39900000,7375,,,
Smart Communications.,Smart Communications.-Apollo,450,information technology & services,http://www.smartcommunications.com,http://www.linkedin.com/company/smart-communications-,London,,37000000,7375,,,
Infinity Quest,Infinity Quest-Apollo,400,information technology & services,http://www.i-q.co,http://www.linkedin.com/company/infinityquest,Solihull,England,54400000,7375,,,
UVeye,UVeye-Apollo,310,information technology & services,http://www.uveye.com,http://www.linkedin.com/company/uveye,Teaneck,New Jersey,64500000,3711,,,
Qvest Global,Qvest Global-Apollo,460,information technology & services,http://www.qvest.com,http://www.linkedin.com/company/qvest-group,Cologne,North Rhine-Westphalia,,,,,
GTS Technology Solutions,GTS Technology Solutions-Apollo,350,information technology & services,http://www.gts-ts.com,http://www.linkedin.com/company/gts-technology-solutions,Austin,Texas,57800000,7371,,,
Resillion,Resillion-Apollo,470,information technology & services,http://www.resillion.com,http://www.linkedin.com/company/resillion,London,,19000000,7375,,,
mindit.io,mindit.io-Apollo,250,information technology & services,http://www.mindit.io,http://www.linkedin.com/company/mindit-io,Zug,Canton of Zug,9400000,7375,,,
One Identity,One Identity-Apollo,730,information technology & services,http://www.oneidentity.com,http://www.linkedin.com/company/one-identity,Aliso Viejo,California,62800000,"7372, 7373",,,
Spektra Systems,Spektra Systems-Apollo,320,information technology & services,http://www.spektrasystems.com,http://www.linkedin.com/company/spektrasystems,Redmond,Washington,40800000,7375,,,
Coates Group,Coates Group-Apollo,410,information technology & services,http://www.coatesgroup.com,http://www.linkedin.com/company/coatesgroup,Sydney,New South Wales,72300000,7375,,,
Cap4 Lab,Cap4 Lab-Apollo,250,information technology & services,http://www.cap4lab.com,http://www.linkedin.com/company/cap4lab,Bertrange,Luxembourg,,7375,,,
Gainsight,Gainsight-Apollo,1100,information technology & services,http://www.gainsight.com,http://www.linkedin.com/company/gainsight,San Francisco,California,200000000,7375,,,
OutSystems,OutSystems-Apollo,2000,information technology & services,http://www.outsystems.com,http://www.linkedin.com/company/outsystems,Boston,Massachusetts,563000000,7375,,,
Pasquali Solution,Pasquali Solution-Apollo,220,information technology & services,http://www.pasqualisolution.com.br,http://www.linkedin.com/company/pasquali-solution-tech,Sao Paulo,State of Sao Paulo,,7375,,,
Programmers.io,Programmers.io-Apollo,1100,information technology & services,http://www.programmers.io,http://www.linkedin.com/company/programmers-io,Dallas,Texas,30200000,7375,,,
Dot Compliance,Dot Compliance-Apollo,220,information technology & services,http://www.dotcompliance.com,http://www.linkedin.com/company/dot-compliance,Phoenix,Arizona,9000000,3825,,,
Smarsh,Smarsh-Apollo,1500,information technology & services,http://www.smarsh.com,http://www.linkedin.com/company/smarsh,Portland,Oregon,186400000,7375,,,
CFS,CFS-Apollo,890,staffing & recruiting,http://www.cfstaffing.com,http://www.linkedin.com/company/creative-financial-staffing-cfs,Boston,Massachusetts,136800000,7361,,,
Prometheus Group,Prometheus Group-Apollo,1200,information technology & services,http://www.prometheusgroup.com,http://www.linkedin.com/company/prometheusgroup,Raleigh,North Carolina,255100000,3621,,,
AVOS Tech | Chile,AVOS Tech | Chile-Apollo,240,information technology & services,http://www.solunegocios.com,http://www.linkedin.com/company/avostech-chile,Santiago,Santiago Metropolitan Region,,7375,,,
Datum,Datum-Apollo,400,information technology & services,http://www.datumit.com,http://www.linkedin.com/company/datumti,Porto Alegre,State of Rio Grande do Sul,,7371,,,
Intellectt Inc,Intellectt Inc-Apollo,460,information technology & services,http://www.intellectt.com,http://www.linkedin.com/company/intellecttinc,Woodbridge Township,New Jersey,68100000,8731,,,
Raas Infotek,Raas Infotek-Apollo,210,information technology & services,http://www.raasinfotek.com,http://www.linkedin.com/company/raasinfotek,Newark,Delaware,,7375,,,
Amtex Systems Inc,Amtex Systems Inc-Apollo,780,information technology & services,http://www.amtexsystems.com,http://www.linkedin.com/company/amtex-systems-inc,New York,New York,30000000,7371,,,
Statista,Statista-Apollo,1400,information technology & services,http://www.statista.com,http://www.linkedin.com/company/statista,Hamburg,Hamburg,174000000,7375,,,
CarOnSale,CarOnSale-Apollo,230,information technology & services,http://www.caronsale.com,http://www.linkedin.com/company/caronsale,Berlin,Berlin,,7359,,,
STRATESYS,STRATESYS-Apollo,1700,information technology & services,http://www.stratesys-ts.com,http://www.linkedin.com/company/stratesys,,,135000000,7375,,,
G2O,G2O-Apollo,210,information technology & services,http://www.g2o.com,http://www.linkedin.com/company/team-g2o,Dublin,Ohio,42496000,8742,,,
Auvik,Auvik-Apollo,330,computer networking,http://www.auvik.com,http://www.linkedin.com/company/auvik,Waterloo,Ontario,144400000,3571,,,
Cambridge Technology Enterprises Limited,Cambridge Technology Enterprises Limited-Apollo,290,information technology & services,http://www.cambridgetech.com,http://www.linkedin.com/company/cambridge-technology,Peachtree Corners,Georgia,23285000,7375,,,
Krazy Mantra Group of Companies,Krazy Mantra Group of Companies-Apollo,270,information technology & services,http://www.krazymantra.com,http://www.linkedin.com/company/krazymantragroup,Ahmedabad,Gujarat,38100000,7380,,,
Hard Rock Digital,Hard Rock Digital-Apollo,810,information technology & services,http://www.hardrockdigital.com,http://www.linkedin.com/company/hardrockdigital,Hollywood,Florida,162000000,7933,,,
Investissement Québec,Investissement Québec-Apollo,1400,management consulting,http://www.investquebec.com,http://www.linkedin.com/company/investissement-quebec,Montreal,Quebec,8000000,6799,,,
DBiz.ai,DBiz.ai-Apollo,590,information technology & services,http://www.dbiz.ai,http://www.linkedin.com/company/dbizsolutions,Sydney,New South Wales,80800000,7371,,,
Glean,Glean-Apollo,1300,information technology & services,http://www.glean.com,http://www.linkedin.com/company/gleanwork,Palo Alto,California,200000000,7375,,,
Make,Make-Apollo,530,information technology & services,http://www.make.com,http://www.linkedin.com/company/itsmakehq,Prague,Hlavni mesto Praha,52600000,7375,,,
Malt,Malt-Apollo,1700,information technology & services,http://www.malt.com,http://www.linkedin.com/company/maltcommunity,Paris,Ile-de-France,833000000,7375,,,
Certinia,Certinia-Apollo,950,information technology & services,http://www.certinia.com,http://www.linkedin.com/company/certinia,Austin,Texas,140000000,7375,,,
Eraneos,Eraneos-Apollo,1300,management consulting,http://www.eraneos.com,http://www.linkedin.com/company/eraneos,Zurich,Zurich,274000000,8742,,,
Hitachi Digital,Hitachi Digital-Apollo,510,information technology & services,http://www.hitachidigital.com,http://www.linkedin.com/company/hitachidigital,Southwick,Massachusetts,,7375,,,
Lightedge,Lightedge-Apollo,350,information technology & services,http://www.lightedge.com,http://www.linkedin.com/company/lightedge-solutions,Des Moines,Iowa,85000000,7373,,,
Strata Decision Technology,Strata Decision Technology-Apollo,710,information technology & services,http://www.stratadecision.com,http://www.linkedin.com/company/strata-decision-technology,Chicago,Illinois,122500000,7375,,,
Sela,Sela-Apollo,500,information technology & services,http://www.selacloud.com,http://www.linkedin.com/company/sela-group,Tel Aviv-Yafo,Tel Aviv District,250000000,7375,,,
Vertex Computer Systems,Vertex Computer Systems-Apollo,390,information technology & services,http://www.vertexcs.com,http://www.linkedin.com/company/vertex-computer-systems,North Royalton,Ohio,23800000,7375,,,
Narvar,Narvar-Apollo,340,information technology & services,http://www.narvar.com,http://www.linkedin.com/company/narvar,San Mateo,California,45000000,7375,,,
StoreHub,StoreHub-Apollo,410,information technology & services,http://www.storehub.com,http://www.linkedin.com/company/storehub,Petaling Jaya,Selangor,43700000,7375,,,
DIGISYSTEM - IT Solutions,DIGISYSTEM - IT Solutions-Apollo,1900,information technology & services,http://www.digisystem.com.br,http://www.linkedin.com/company/digisystem,Sao Paulo,State of Sao Paulo,,7375,,,
Digital Alchemy,Digital Alchemy-Apollo,230,information technology & services,http://www.digitalalchemy.global,http://www.linkedin.com/company/digital-alchemy,Sydney,New South Wales,56100000,7375,,,
Omnia,Omnia-Apollo,460,management consulting,http://www.omnia.ae,http://www.linkedin.com/company/omnia,Los Angeles,California,409000,8742,,,
BS&A Software,BS&A Software-Apollo,290,information technology & services,http://www.bsasoftware.com,http://www.linkedin.com/company/bsasoftware,Bath Township,Michigan,35000000,7375,,,
Basware,Basware-Apollo,1400,information technology & services,http://www.basware.com,http://www.linkedin.com/company/basware,Sipoo,Uusimaa,174198000,7375,,,
InApp,InApp-Apollo,520,information technology & services,http://www.inapp.com,http://www.linkedin.com/company/inapp,Palo Alto,California,51700000,7375,,,
"Akraya, Inc.","Akraya, Inc.-Apollo",350,information technology & services,http://www.akraya.com,http://www.linkedin.com/company/akraya-inc,San Francisco,California,48900000,7361,,,
Nuix,Nuix-Apollo,400,information technology & services,http://www.nuix.com,http://www.linkedin.com/company/nuix,Randwick,New South Wales,144808000,7375,,,
Pacifica Continental,Pacifica Continental-Apollo,220,management consulting,http://www.pacificacontinental.com,http://www.linkedin.com/company/pacifica-continental,Miami,Florida,,7361,,,
IDS Comercial,IDS Comercial-Apollo,1700,information technology & services,http://www.ids.com.mx,http://www.linkedin.com/company/ids-comercial,Mexico City,Federal District,,7371,,,
Kumaran Systems,Kumaran Systems-Apollo,1400,information technology & services,http://www.kumaran.com,http://www.linkedin.com/company/kumaran-systems,Chennai,Tamil Nadu,7444000,7375,,,
Omilia,Omilia-Apollo,420,information technology & services,http://www.omilia.com,http://www.linkedin.com/company/omilia-ltd,Larnaca,Larnaca,55800000,7375,,,
"Nfq Advisory, Solutions, Outsourcing","Nfq Advisory, Solutions, Outsourcing-Apollo",1400,management consulting,http://www.nfq.es,http://www.linkedin.com/company/nfq-advisory,Madrid,Community of Madrid,50000000,7375,,,
TIAC d.o.o.,TIAC d.o.o.-Apollo,210,information technology & services,http://www.tiacgroup.com,http://www.linkedin.com/company/tiac-d-o-o-,Novi Sad,Vojvodina,,7375,,,
CCS Fundraising,CCS Fundraising-Apollo,630,management consulting,http://www.ccsfundraising.com,http://www.linkedin.com/company/ccsfundraising,New York,New York,80000000,8742,,,
ACTUM Digital,ACTUM Digital-Apollo,270,information technology & services,http://www.actumdigital.com,http://www.linkedin.com/company/actumdigital,,Hlavni mesto Praha,36000000,7375,,,
